ID	String
1062	·位于您[仓库]中的物品 %s 已过期 ·过期时间为 : %d/%d/%d %d : %d
1063	·位于您[个人商店]中的物品 %s 已过期 ·过期时间为 : %d/%d/%d %d : %d
1064	·位于您[合成背包]中的物品 %s 已过期 ·过期时间为 : %d/%d/%d %d : %d
1065	·位于您[强化背包]中的物品 %s 已过期 ·过期时间为 : %d/%d/%d %d : %d
1066	·位于您[装备分解背包]中的物品 %s 已过期 ·过期时间为 : %d/%d/%d %d : %d
1067	·位于您[解绑背包]中的物品 %s 已过期 ·过期时间为 : %d/%d/%d %d : %d
1068	·您正在装备中的物品 %s 已过期 ·过期时间为 : %d/%d/%d %d : %d
1069	您在官网商城内购买的商品可以通过此按钮获得\n[color=FFFFD940]是否现在就领取新的商品？
1070	
1071	夜晚有效
1072	施法速度增加 : %d%%
1073	施法速度增加 : %d%% (%d%%)
1074	充值成功 : %s %d/%d/%d %d : %d
1075	充值错误 : 您的银票不足
1076	充值错误 : %s 还没有过期，不能进行充值
1077	过期商品不能进行买卖
1078	过期物品不能进行强化
1079	过期物品不能用于合成
1080	以下活动正在进行中 : \n[color=ff90ff00]
1081	
1082	
1083	[color=FFd8ea62]%d 个物品已锁定，您还可以锁定 [color=FFd8ea62]%d 个物品！
1084	物品锁定限制已满，不能再锁定任何物品
1085	是否进行装备强化？
1086	活动提醒 : \n[color=ff90ff00]%s 活动开始
1087	您的包裹内没有金元宝\n无法进行银票兑换
1088	您在官网商城内购买的商品可以通过此按钮获得\n[color=FFFFD940]当前您没有任何商品可以领取！
1089	
1090	已强化到最高等级，无法继续强化！
1091	
1092	强化等级已锁定
1093	强化等级锁定已失效
1094	您已成功锁定该装备的强化等级！\n[color=FFFFD940]（可以免除一次装备强化失败降级的惩罚）
1095	锁定装备强化等级失败！
1096	[color=ffffea00]远程修理\n[color=ffc5da9f=使用此服务允许您在任何地方都可以随时修理全身的装备。当您装备耐久过低同时离修理商店又太远的时候，此项服务是您的首选。
1097	购买成功，感谢您的消费！
1098	对不起，该商品目前库存不足\n请稍后购买
1099	对不起，您的银票不足\n无法购买此商品！
1100	[color=ff8dc725=价格 : %d 银票（银票价格随等级递增，不包含装备修理费）
1101	%d 银票
1102	对不起，您的银票或金钱不足\n不能进行此项操作！
1103	
1104	
1105	
1106	
1107	
1108	
1109	
1110	防沉迷系统提示 : 您已在线 %d 分钟，请注意休息！
1111	防沉迷系统提示 : 您目前只能获得 %d%% 的经验和 %d%% 的技能经验！
1112	防沉迷系统提示 : 累积时间已清零，之后三小时内您的收益为正常！
1113	防沉迷系统提示 : 您已在线 %d 小时 %d 分钟，请注意休息！
1114	<#FFFFD940]【级别称号】\n<#ffafb4bd]每一类称号中由低到高分为多个等级，您需要\n<#ffafb4bd]按照指示完成某些特殊任务或达成某些条件才\n<#ffafb4bd]能获得更高级别的称号。\n<#FFFFD940]点击按钮进入查看
1115	<#FFFFD940]【社交称号】\n<#ffafb4bd]当您在世界中进行结婚、结拜或建立师徒\n<#ffafb4bd]关系等社交活动以后获得的相应称号，您可以\n<#ffafb4bd]查看并选择它们。\n<#FFFFD940]点击按钮进入查看
1116	
1117	合成几率增加 : %d%%
1118	强化几率增加 : %d%%
1119	
1120	[color=ffafb4bd]请先嵌入装备
1121	[color=ffafb4bd]请嵌入相对应的空离
1122	位于您强化锁定背包中的物品已过期，系统自动删除
1123	
1124	
1125	
1126	
1127	
1128	
1129	
1130	
1131	
1132	
1133	
1134	
1135
1136
1137
1138
1139
1140
1141
1142
1143
1144
1145
1146
1147
1148
1149
1150
1151
1152
1153
1154
1155
1156
1157
1158
1159
1160
1161
1162
1163
1164
1165
1166
1167
1168
1169
1170
1171
1172
1173
1174
1175
1176
1177
1178
1179
1180
1181
1182
1183
1184
1185
1186
1187
1188
1189
1190
1191
1192
1193
1194
1195
1196
1197
1198
1199	
1200	目标不是公会成员
1201	副会长数量已达到上限
1202	不能对自己执行此操作
1203	创建公会成功
1204	占有者不能解散公会
1205	已经报名参加城战的公会不能被解散
1206	您不是会长，不能解散公会
1207	解散公会需要首先驱逐所有的公会成员
1208	正在参加城战的公会不能招收新成员
1209	对方已经加入了一个公会
1210	公会人数已经达到上限 %s 人
1211	您不是会长，不能邀请成员
1212	对方正在参加城战，暂时不能被开除
1213	您不是会长，不能开除成员
1214	参加城战时不能退会
1215	会长不能直接退出行会
1216	对方公会人数已满
1217	您加入了<%s>公会
1218	%s 加入了公会
1219	%s 被请离了公会
1220	%s 离开了公会
1221	您所在的公会已经被解散
1222	创建公会失败！公会名为空
1223	创建公会失败！公会名含有非法字符
1224	创建公会失败！公会名过长
1225	创建公会失败！公会名不能包含空格
1226	创建公会失败！请选择公会势力
1227	创建公会失败！您已经加入了别的公会
1228	创建公会失败！公会名<%s>已存在
1229	【%s】公会即日成立，特此昭告天下，诚邀天下豪杰加入
1230	您还没有加入公会
1231	需要等级 : %ld
1232	需要金钱 : %ld
1233	需要技能 : %ld级%s
1234	技能修炼值<%d/%d·%0.2f％>
1235	
1236	
1237	
1238	
1239	
1240	
1241	
1242	
1243	
1244	
1245	
1246	
1247
1248
1249
1250
1251
1252
1253
1254
1255
1256
1257
1258
1259
1260
1261
1262
1263
1264
1265
1266
1267
1268
1269
1270
1271
1272
1273
1274
1275
1276
1277
1278
1279
1280
1281
1282
1283
1284
1285
1286
1287
1288
1289
1290
1291
1292
1293
1294
1295	
1296	
1297	
1298	
1299	
1300	
1301	无效目标
1302	不能攻击公会成员
1303	不能攻击队伍成员
1304	当前团队已满
1305	您最多添加3个物品链接！
1306	您已经添加了此物品链接！
1307	您不能和自己私聊
1308	您不能频繁的进行模式更改
1309	您没有加入任何公会
1310	没有可修理的物品
1311	行为被打断
1312	战斗中不能装备
1313	战斗中不能下线
1314	不能删除此物品？
1315	库存不足，请稍后购买
1316	询问
1317	捐献经验成功！
1318	图标格式错误，请使用*.tga格式
1319	图标尺寸为非32px*32px，无法创建
1320	图标色深为非32位，无法创建
1321	创建公会标志成功！
1322	创建公会标志失败
1323	提示
1324	询问
1325	骑在马上不可交易！
1326	请先设置物品的加密密码
1327	是否删除此物品？
1328	删除物品
1329	此物品不能被交易！
1330	请先关闭个人商店！
1331	此物品不可交易
1332	骑乘状态下不可开店
1333	与玩家距离过远，无法查看商品
1334	对不起，此物品不可交易！
1335	对不起，此物品不能卖给商店！
1336	对不起，本小店只回收恢复药品!
1337	对不起，本小店只回收武器!
1338	对不起，本小店只回收防具!
1339	对不起，本小店只回收原料!
1340	对不起，本小店只回收宝石!
1341	对不起，本小店只回收合成配方!
1342	对不起，本小店不回收此类物品!
1343	请先设置物品加密密码
1344	当前副本人数已满
1345	任务<%s>
1346	当前此副本开放数量已满
1347	当前副本人数已满
1348	无法施放技能，请正确回答验证码图片上的文字
1349	无法移动，请正确回答验证码图片上的文字
1350	验证成功
1351	几秒钟后将更换验证图片重新验证
1352	开店中不可使用物品！
1353	过期物品不可使用！
1354	骑乘状态下不可开店
1355	开店状态中不可攻击
1356	本地图不可骑乘
1357	开店状态中不可骑乘
1358	隐身状态下不能骑乘
1359	战斗中不可骑乘
1360	两次骑乘间隔过短
1361	背包已满
1362	取消<%s>任务
1363	进攻城的名额已满，不能报名
1364	您还没有加入公会，不能报名
1365	您不是会长或者副会长，不能报名
1366	进攻城的名额已满，不能报名
1367	您还没有加入公会，不能报名
1368	您所在公会正在守卫主城，不能报名
1369	您不是会长或者副会长，不能报名
1370	您所在的公会已经报名成功，不能再次报名
1371	账号被重新登陆，您与服务器的连接将断开
1372	此副本将被销毁，您将被传送出去
1373	此团队副本已不属于您，您将被传送出去
1374	此多团队副本已不属于您，您将被传送出去
1375	对方金钱将会超过 %d 上限
1376	自己金钱将会超过 %d 上限
1377	过期商品不能购买
1378	当前状态不能移动
1379	积分增加 %d 点，当前积分为 : %d
1380	当前状态下不能移动
1381	您的移动过快，请休息一下
1382	您的移动过快，请休息一下
1383	您的移动过快，请休息一下！ %d 
1384	%s 拒绝加入公会 
1385	账号被重新登陆，您与服务器的连接将断开
1386	%s 对您使用了物品 %s 
1387	目标距离太远，不能交易！
1388	当前地图ID : %ld 所有Character数量 : %d 玩家数量 : %d 
1389	地图上未复活的怪数量 : %d 
1390	上次保存时间间隔 %d 
1391	伤害仇恨显示开关 : %d
1392	服务器坐标显示开关 : %d
1393	玩家使用技能物品日志开启
1394	玩家使用技能物品日志关闭
1395	玩家坐标Map : %d | X : %d | Y : %d
1396	找不到名为 %s 的玩家
1397	经验值为负
1398	已给玩家 %s 增加 %d 经验
1399	当前没有选中怪物
1400	查找怪物失败！当前怪物ID : %d
1401	当前选中的不是怪物
1402	当前怪物的AI是否开启 : %d
1403	当前怪物ID : %d，怪物当前目标ID : %d
1404	当前怪物使用技能ID : %d，技能等级 : %d
1405	当前怪物地图ID : %d，X : %d，Y : %d
1406	当前怪物目的地X : %d，Y : %d
1407	当前怪物对您的仇恨 : %d
1408	当前怪物的仇恨玩家数 : %d
1409	当前怪物目标地图ID : %d，X : %d，Y : %d
1410	没有选中目标
1411	您不属于任何公会，不能邀请别人加入
1412	您邀请的玩家不存在或者不在线
1413	当前地图轮循时间 %d ms
1414	目标距离太远，不能查看！
1415	距离太远，不能邀请切磋
1416	对方正在切磋中
1417	过期物品不能分解
1418	减少伤害仇恨 : %d 当前仇恨 : %d
1419	减少仇恨 : %d 当前仇恨 : %d
1420	%s 被提升为团长！
1421	神鬼传奇Online[Version : %d] 
1422	%s<剩余 %d 秒>
1423	您将被传送到（%s） 
1424	请选择要合成的物品！
1425	任务<%s> 
1426	%s %d 秒 
1427	%s 在切磋中战胜了 %s 
1428	未知目标 
1429	您正在离开切磋区域，%d 秒后您将输掉比赛
1430	验证剩余时间 %d 秒 
1431	验证时间已到 
1432	男 
1433	女
1434	<%s>公会积分为 %d
1435	<%s>公会成为主城新的主人
1436	在线玩家总数=%ld
1437	%s 加入队伍
1438	%s 离开队伍
1439	%s 被 %s 攻击掉血 %d
1440	公会人数已经达到上限 %d 人
1441	小于呐喊频道聊天冷却时间，还剩 %d 秒
1442	小于天下频道聊天冷却时间，还剩 %d 秒 
1443	获得金钱 : %d
1444	获得经验 : %d
1445	获得技能经验 : %d
1446	获得物品 : %s
1447	[url=1%d]%s[/url]对您说 : %s
1448	您对[url=1%d]%s[/url]说 : %s
1449	不存在或不在线 
1450	主城被攻破，城战结束！
1451	没什么事
1452	
1453	
1454	
1455	
1456	
1457	
1458	
1459	
1460	
1461	
1462	
1463	
1464	
1465	
1466	
1467	
1468	
1469	
1470	您与%s结为好友
1471	%s拒绝您的请求
1472	您已删除好友%s
1473	您已经将%s加入黑名单
1474	%s成为您的仇人
1475	好友%s上线
1476	好友%s下线
1477	特殊关系不能删除
1478	特殊关系不能加入黑名单
1479	
1480	您已经被管理员禁言
1481	您没有足够的精力进行发言
1482	发言剩余时间%d秒
1483	您没有圣号角不能呐喊发言
1484	
1485	
1486	
1487	
1488	
1489	
1490	您的召唤兽栏已经满了，别太贪心了
1491	不能对参战召唤兽使用技能书
1492	不能融合出战的召唤兽
1493	等级太低不能融合
1494	已经达到最大融合次数不能再融合
1495	忠诚度不足不能融合
1496	性别不符不能融合
1497	种族不符不能融合
1498	您的等级太低不能召唤该召唤兽出战
1499	忠诚度不足无法出战
1500	时间未到不能领取召唤兽
1501	没有寄存的召唤兽
1502	不能对参战的召唤兽进行操作
1503	融合成功，5小时后请到NPC处领取
1504	您的召唤兽等级过高，将不能再获得更多经验
1505	召唤兽代数不同不能融合
1506	变异召唤兽不能融合
1507	召唤兽等级不足，无法习得
1508	召唤兽获得经验 : %d
1509	您的召唤兽忠诚度已满
1510	请下马后再强化
1511	对方坐骑已经满员
1512	该坐骑不能再被强化
1513	您没有足够的强化材料
1514	坐骑强化失败
1515	坐骑强化成功
1516	不能使用其他职业专属坐骑
1517	玩家[url=1%d]%s[/url]经过不懈努力，终于将坐骑[color=FFFFD323]<%s>强化到%d级，变成[color=FFFFD323]<%s>
1518	对象在骑乘、摆摊或者PK过程中无法邀请多人骑乘
1519	
1520	必须组队才能申请
1521	队伍成员必须为两人
1522	您还没获得成为师父的资格，必须在45级，完成亚特兰蒂斯NPC加拉哈的任务。
1523	对方等级太高不能成为徒弟
1524	对方等级比您高
1525	对方已经有师父
1526	您们还不是好友
1527	您们已经是兄弟/夫妻，不能成为师徒
1528	您不能再收更多的徒弟了
1529	%s成为您的师父
1530	%s成为您的徒弟
1531	对方不是您的徒弟
1532	对方不是您的师父
1533	您和%s和平解除师徒关系
1534	您开除了徒弟<%s>
1535	您的师父<%s>把您开除了
1536	您叛离了师门
1537	您的徒弟<%s>叛离了师门
1538	您不是队长，请队长来找我
1539	对方拒绝当您的师父
1540	对方拒绝当您的徒弟
1541	请让您的师父带领您来出师
1542	对方等级太低不能成为徒弟
1543	您的徒弟<%s>拒绝解除师徒关系
1544	距离太远无法进行当前操作
1545	您的等级低于法器激活等级
1546	玩家[url=1%d]%s[/url]经过不懈努力，终于将法器[color=FFFFD323]<%s>提升到%d级
1547	
1548	
1549	
1550	您没有信封不能发送信件
1551	邮件发送失败
1552	不能给黑名单中的人发送邮件
1553	系统繁忙，请稍后再试
1554	玩家不存在或不在线，邮件发送失败
1555	
1556	
1557	
1558	
1559	
1560	您正处于保护时间内
1561	保护时间设置成功
1562	保护时间将于三天后生效
1563	安全保护密码错误
1564	安全保护选项设置成功
1565	临时取消成功
1566	安全保护密码修改成功
1567	安全保护密码设置成功
1568	密码将在七天后取消
1569	密码已恢复
1570	天
1571	小时
1572	分钟
1573	您的安全保护时间将在
1574	您的安全保护密码将在
1575	后被更改为
1576	后清除
1577	
1578	
1579	
1580	您没有驯服之证
1581	您的召唤兽获得%d点忠诚度
1582	您需要组队才能进行召唤兽融合仪式
1583	必需两人组队才能进行召唤兽融合仪式
1584	召唤兽品质太低不能分解\n需要优秀品质以上的召唤兽才能分解
1585	您没有低级召唤兽强化石
1586	您没有中级召唤兽强化石
1587	您没有高级召唤兽强化石
1588	您成功捕捉了%s
1589	玩家[url=1%d]%s[/url]经过不懈努力，终于将召唤兽[url=2%llu]<%s>[/url]强化到%d级
1590	您的包裹已满，请留出至少一格才能进行拜师
1591	对方包裹已满拜师流程被中断
1592	您没有师父不能使用跃进之翼
1593	等待对方确认
1594	您还没到出师等级75级，不能出师
1595	您的徒弟还没到出师等级75级，不能出师
1596	恭喜您达到出师等级，您现在可以出师了
1597	
1598	
1599	
1600	
1601	
1602	经过[url=1%d]%s[/url]的不懈努力，召唤兽[url=2%llu]<%s>[/url]得到了重生！
1603	对方没有足够金钱
1604	玩家[url=1%d]%s[/url]经过不懈努力，终于将[url=3%llu]<%s>[/url]强化到%d级
1605	玩家[url=1%d]%s[/url]经过不懈努力，成功为[url=3%llu]<%s>[/url]完美镶嵌上<%s>，所有镶嵌宝石属性增加10%%
1606	玩家[url=1%d]%s[/url]经过不懈努力，成功将<%s>镶嵌到了[url=3%llu]<%s>[/url]上
1607	消耗金钱
1608	
1609	
1610	恭喜您，您的召唤兽领悟了新技能
1611	您的召唤兽生命魔法已满
1612	您没有召唤兽活力药水
1613	没有出战的召唤兽
1614	此召唤兽已经达到最大修正次数不能再对其使用
1615	您的召唤兽已经学会该技能
1616	<%s>杀戮成性，恶贯满盈。天降神雷将其击毙。以示惩戒!
1617	二代召唤兽无法进行重生
1618	无法学习该技能，技能类型与技能格子不匹配
1619	当前技能等级高于要学习的技能等级
1620	请注意，服务器将在%s后关闭，请玩家及时下线保存！
1621	你获得召唤兽<%s>
1622	你失去召唤兽<%s>
1623	你获得坐骑<%s>
1624	你失去坐骑<%s>
1625	成功创建队伍
1626	队长不能请离自己离队，只能解散队伍
1627	要转让的目标玩家已经是队长，无需转让
1628	队伍人数已经达到上限
1629	邀请已发送，请等待对方回应
1630	你已经把对方列入黑名单或者对方已把你列入黑名单
1631	不能对参战中的召唤兽进行解封
1632	不能改变参战中的召唤兽技能栏属性
1633	增加技能格子成功
1634	增加技能格子失败
1635	
1636	没有解除封印石无法增加技能格子
1637	没有雕琢符无法雕琢
1638	技能格子已达上限无法解封
1639	您未成为徒弟，不能领取跃进之翼
1640	恭喜<%s>的徒弟<%s>达到%d级，师徒二人获得丰厚的经验和荣誉奖励。
1641	恭喜<%s>的徒弟<%s>顺利出师，师徒二人获得丰厚的经验和荣誉奖励。
1642	玩家[url=1%d]%s[/url]成功合成了[url=3%llu]<%s>[/url]
1643	恭喜您成功开启5格新的背包
1644	您获得了5格新的背包作为首次充值的奖励
1645	恭喜您到达30级，系统赠送您5格新的背包
1646	包裹已满，无法完成任务！
1647	对方已离线或加入其他队伍
1648	队友[url=1%d]%s[/url]拾取了[url=3%llu]<%s>[/url]
1649	
1650	您的鉴定咒文掌握能力不足，还不能朗诵此级别的鉴定咒文
1651	该等级的鉴定卷轴不能鉴定此物品
1652	玩家[url=1%d]%s[/url]成功鉴定出宝藏[url=3%llu]<%s>[/url]
1653	玩家[url=1%d]%s[/url]使用[url=1%d]%s[/url]制造的鉴定咒文，成功鉴定出宝藏[url=3%llu]<%s>[/url]
1654	玩家[url=1%d]%s[/url]使用你制造的鉴定咒文，成功鉴定出宝藏<%s>
1655	恭喜玩家[url=1%d]%s[/url]领取了融合召唤兽[url=2%llu]<%s>[/url]
1656	升级取消，返回科技点<%d>，返回金钱<%d>
1657	<%s>请领取融合召唤兽后再来融合
1658	您的徒弟已经出师过了！
1659	您已经出师过了，无法再次出师！
1660	您已经登记成功，如果想再次登记，请等待一小时后再登记
1661	%s 需要高手帮助
1662	%s 打算去帮助新人
1663	由于杀戮过重，奥丁释放天雷将您杀死以示惩戒！
1664	公会已经升级到%d级
1665	公会信仰<%s>已经升级到%d级
1666	您在本周已经参加过%d次答题，无法再参加答题！
1667	您在本周参加答题的次数未超过%d次，无法参加周日答题活动！
1668	同盟创建成功
1669	对方拒绝了您加入同盟的请求
1670	对方拒绝加入同盟
1671	你可以去领取融合好的召唤兽了
1672	你的召唤兽已经使用了更高级的灵魂绑定
1673	你没有寄养所需要的道具
1674	你没有扩展仓库所需要的道具
1675	请求NPC的顺序不正确
1676	
1677	
1678	
1679	
1680	公会成员【%s】被【%s】杀死了
1681	恭喜公会【%s】升到%d级
1682	由于背包中有科技升级石，可以同时升级的科技提升到[%d]类
1683	背包中的科技升级石已经过期
1684	升级队列已满
1685	请求升级失败，请求升级的技能等级达到上限
1686	请求升级失败
1687	请求升级失败，你还没有学会该大类技能
1688	请求升级的科技技能类型不存在
1689	
1690	这个物品不能被分解
1691	主人不在线，无法查看召唤兽信息
1692	没有足够的包裹空间
1693	没有找到这个物品
1694	
1695	这个物品不能被强化
1696	没有足够的金钱强化
1697	装备的强化等级不够
1698	没有足够的材料
1699	没有找到这个物品
1700	装备已经达到最大强化等级
1701	
1702	
1703	
1704	
1705	
1706	
1707	
1708	
1709	玩家[url=1%d]%s[/url]抽取了[url=3%llu]<%s>[/url]
1710	没有足够的包裹空间，无法领取
1711	没有科技之种，加速研究失败
1712	加速研究成功
1713	只有队伍队长才可以申请队伍副本
1714	只有公会会长才可以申请队伍副本
1715	副本总数已达上限
1716	副本数量已达上限
1717	副本申请失败
1718	队伍成员全部离开副本，副本将在三分钟后关闭
1719	
1720	您的等级不足20级，不能使用世界频道
1721	您必须到达55级才能使用宝藏鉴定咒文
1722	玩家【%s】在抽奖中获得了【%s】
1723	同盟解散
1724	公会邮件
1725	您的公会被请离同盟
1726	公会成员【%s】被【%s】公会的【%s】杀死了
1727	【%s】公会被【%s】公会宣战，但是【%s】公会拒绝了。
1728	恭喜你获得冰封要塞战场奖励，请自行打开邮件附件中的包裹，获得精彩丰厚的冰封要塞战场奖励。
1729	没有足够的材料或者所放入的材料不对
1730	你将在%d秒后被传出冰封战场
1731	恭喜你所在的公会获得冰霜之魂，集齐一定数量可以将神谕套项链升级为圣言套项链。
1732	感谢你参加冰封要塞公会战
1733	恭喜您的公会获得冰霜之魂
1734	
1735	
1736	
1737	
1738	
1739	
1740	你没有师父称号不能升级
1741	荣誉值未达到升级师父称号的标准
1742	荣誉值未达到升级师父称号的标准
1743	荣誉值未达到升级师父称号的标准
1744	荣誉值未达到升级师父称号的标准
1745	荣誉值未达到升级师父称号的标准
1746	你们已经是师徒关系
1747	
1748	
1749	
1750	装备阶数到达上限
1751	背包没有强化完璧符
1752	背包没有宝石镶嵌符
1753	镶嵌失败
1754	装备需要强化等级达到%d级才能祝福
1755	装备需要强化等级达到%d级才能进行灵魂激活
1756	该装备已经灵魂刻印，不能再刻印了
1757	 离开公会
1758	你被游戏管理员禁止登录
1759	"您被GM禁言%d分钟,因为%s"
1760	您被GM禁言%d分钟
1761	恭喜! GM解除您的禁言！
1762	当前线人数已达上限，请换线登录
1763	玩家[%s]退出游戏 AccountID:%d CharacterID:%d
1764	目标玩家并未死亡
1765	该场景不允许使用飞行卷轴
1766	断开连接
1767	%d秒后才能切换线路
1768	你不是队长
1769	你已经加入一个队伍
1770	队伍不存在
1771	你不是该队伍的成员
1772	队伍人数超过上限
1773	对方已经加入一个队伍
1774	不能对自己执行这个操作
1775	对方的入队申请已经失效
1776	 离开队伍
1777	公会邮件
1778	你被开除出公会
1779	你在公会里面的职务被改变！请打开公会界面查看！
1780	由于公会长时间人数少于系统规定最少人数，公会被系统强制解散！
1781	公会创建成功，邀请天下英雄加入
1782	您好，请您通过论坛、邮箱联系我们，谢谢。
1783	地图不存在
1784	
1785	
1786	
1787	
1788	
1789	
1790	
1791
1792
1793
1794
1795
1796
1797
1798
1799
1800
1801
1802
1803
1804
1805
1806
1807
1808
1809
1810
1811
1812
1813
1814
1815
1816
1817
1818
1819
1820
1821
1822
1823
1824
1825
1826
1827
1828
1829
1830
1831
1832
1833
1834
1835
1836
1837
1838
1839
1840
1841
1842
1843
1844
1845
1846
1847
1848
1849
1850
1851
1852
1853
1854
1855	
1856	
1857	
1858	
1859	
1860	
1861	
1862	
1863	
1864	
1865	
1866	
1867	
1868	婚礼予定成功
1869	您缺少场地预订单，请到NPC处购买礼包获得 
1870	上交爱情证明成功
1871	上交爱情证明失败 请检查您包里是否有爱情信物 及是否符合结婚资格
1872	离婚成功
1873	协议离婚失败 请携带您的配偶一起来离婚
1874	玩家%s与玩家%s完成结婚仪式，请大家给予祝福
1875	结婚失败
1876	您不满足预定条件 无法预定 请到NPC处查看
1877	时间已过期或被他人预定
1878	配偶不在队里
1879	配偶太远
1880	更改密码成功 五分钟内无法再更改
1881	更改密码失败 该婚礼可能在五分钟内改过密码
1882	无此仪式记录
1883	您不是队长 无法上交信物
1884	您上一次登入游戏的时间 : %d年%d月%d日%d:%d，登入IP地址 : %s
1885	您上一次登入游戏的时间 : %d年%d月%d日%d:%d
1886	
1887	
1888	
1889	
1890	该装备不能加锁。
1891	解锁成功，该装备将在72小时后正式解锁。
1892	加锁成功。
1893	物品已经加锁，不能丢弃。
1894	物品已经加锁，不能交易。
1895	物品已经加锁，不能镶嵌宝石。
1896	物品已经加锁，不能摘除宝石。
1897	答题经验 : %d
1898	
1899	
1900	这个物品不能被分解
1901	没有足够的金钱进行分解
1902	没有足够的包裹空间
1903	没有找到该物品
1904	该物品不能被升级
1905	没有足够的金钱进行强化
1906	装备的强化等级不够
1907	没有足够的材料
1908	没有找到该物品
1909	装备已经达到最大强化等级
1910	升级后的装备需要%d级才能装备，您的等级必须达到相应等级才能进行装备升级。
1911	激活 %s 成功
1912	祝福 %s 成功
1913	玩家[url=1%d]%s[/url]光晕激活[url=3%llu]<%s>[/url]成功。
1914	玩家[url=1%d]%s[/url]强化祝福[url=3%llu]<%s>[/url]成功。
1915	召唤兽已经被锁，无法摆摊
1916	召唤兽已经被锁，无法交易
1917	召唤兽已经被锁，无法丢弃
1918	召唤兽已经被锁，不能分解
1919	召唤兽已经被锁，不能重生
1920	召唤兽已经被锁，不能学习技能
1921	邀请已发出，请等待回应
1922	的队伍
1923	队伍名称过长
1924	帅哥玩家（%s）赠送给您 1 朵美丽的鲜花，您的魅力值提高%d点！
1925	美女玩家（%s）赠送给您 1 朵美丽的鲜花，您的魅力值提高%d点！
1926	帅哥玩家（%s）赠送给您一小束 6 枝装的鲜花，您的魅力值提高%d点！
1927	美女玩家（%s）赠送给您一小束 6 枝装的鲜花，您的魅力值提高%d点！
1928	帅哥玩家（%s）赠送给您一大束 66 枝装的鲜花，您的魅力值提高%d点！
1929	美女玩家（%s）赠送给您一大束 66 枝装的鲜花，您的魅力值提高%d点！
1930	（%s）将一大捧 99 朵鲜花赠送给了（%s），他们的兄弟情谊得到了微妙的升华！
1931	美女（%s）将一大捧 99 朵鲜花赠送给了美女（%s），她们姐妹情深！
1932	帅哥（%s）将一大捧 99 朵鲜花送给了美女（%s），这是爱的表白吗，这位美女好幸福哦！
1933	美女（%s）被帅哥（%s）的迷人魅力所折服，鼓足勇气将一大捧 99 朵鲜花送给了对方！
1934	无法对存在有效期的物品进行上锁。
1935	【%s】公会参与了争夺冰封要塞的竞争。
1936	争夺冰封要塞的报名资格即将开始，请各位会长准备好充足的公会资金，前往NPC处报名。
1937	争夺冰封要塞的报名资格正在进行中，请各位会长准备好充足的公会资金，前往NPC处报名。
1938	争夺冰封要塞的报名资格阶段已经结束。请到NPC处查看结果。系统将发送冰封要塞邀请函邮件给获得报名资格的公会会长。
1939	冰封要塞争夺战即将开始，请相关公会做好战斗准备。（周日20点）
1940	冰封要塞争夺战现在开始，请公会相关人员至服务器四线找NPC进入公会战地图。
1941	冰封要塞争夺战正在进行中，所有公会成员能够对参加公会战的公会进行投票。
1942	冰封要塞争夺战结束，【%s】公会夺得了胜利，荣耀地获得了进入冰封要塞的资格，让我们对他们表示祝贺！
1943	你的公会目前没有同盟
1944	争夺冰封要塞的报名资格现在正式开始，请各位会长准备好充足的公会资金，前往NPC处报名。
1945	预留
1946	您的公会今天已经发出过了宣战请求。
1947	对方同意了贵公会的宣战请求。
1948	您同意了对方公会对本公会的宣战请求。
1949	对方拒绝了贵公会的宣战请求。
1950	您拒绝了对方公会对你方的宣战请求。
1951	【%s】公会成功与【%s】公会进行宣战。
1952	公会图标上传成功！
1953	玩家[url=1%d]%s[/url]升级[url=3%llu]<%s>[/url]成功。
1954	对方拒绝多人坐骑邀请。
1955	背包中没有需求的道具，无法进行抽奖。
1956	您目前不在战场，无法使用战场频道
1957	【%s】公会的外塔被推倒了
1958	【%s】公会的内塔被推倒了
1959	【%s】公会的胜利之泉被推倒了
1960	【%s】公会的【%s】连续杀死了%d个人，神一般的杀戮，拜托谁去阻止他！
1961	死亡后需要等待%d秒，才能复活
1962	外部防御塔被摧毁了
1963	内部防御塔被摧毁了
1964	胜利之泉被摧毁了
1965	冰封要塞邀请函邮件
1966	会长可以将这5张冰封要塞邀请函交易给5个小队的队长，队长可以凭此邀请函将队员带进冰封战场进行冰封要塞战斗。
1967	联盟操作冷却中
1968	恭喜获得冰封要塞公会战冠军
1969	恭喜您所在的公会获得冰封要塞公会战的冠军，从而获得进入冰封城的资格，你的公会会长荣幸地成为了本周尊贵的冰封城城主。
1970	幸福经验值: %d
1971	【%s】公会成功与【%s】公会同盟。
1972	
1973	
1974	
1975	
1976	
1977	
1978	
1979	
1980	
1981	
1982	
1983	
1984	
1985	
1986	
1987	
1988	
1989	
1990	物品已经加锁，不能雕琢宝石
1991	没有找到相应的宝石雕琢器
1992	已经是发光宝石，不能雕琢
1993	玩家[url=1%d]%s[/url]经过不懈努力，成功将[url=3%llu]<%s>[/url]上的宝石雕琢完美，所有镶嵌宝石属性增加10%%
1994	改造成功，%s升级为%s。
1995	改造失败，%s降级为%s。
1996	%s改造成功。
1997	%s改造失败。
1998	婚礼预订总场数已达到上限，暂时无法接受新的预订
1999	十分抱歉，因为服务器的维护影响了您婚礼的举行，特此将您的预定单返还，祝您游戏愉快
